id,group,grade,order,kanji,unicode,radical,onyomi,kunyomi,meaning_pt,jlpt,svg_path,vocabulary_1,reading_1,meaning_1,vocabulary_2,reading_2,meaning_2
417,Shougakko,3,177,問,U+554F,口,モン,とう,pergunta,N5,/kanji/554F.svg,問題,もんだい,problema,質問,しつもん,pergunta
418,Shougakko,3,178,役,U+5F79,彳,ヤク|エキ,,função / papel,N3,/kanji/5F79.svg,役所,やくしょ,órgão público,主役,しゅやく,personagem principal
419,Shougakko,3,179,薬,U+85AC,艸,ヤク,くすり,remédio,N4,/kanji/85AC.svg,薬局,やっきょく,farmácia,薬,くすり,remédio
420,Shougakko,3,180,由,U+7531,田,ユ|ユウ|ユイ,よし,motivo / razão,N3,/kanji/7531.svg,理由,りゆう,motivo,自由,じゆう,liberdade
421,Shougakko,3,181,油,U+6CB9,水,ユ,あぶら,óleo,N4,/kanji/6CB9.svg,石油,せきゆ,petróleo,油,あぶら,óleo
422,Shougakko,3,182,有,U+6709,月,ユウ|ウ,ある,existir / possuir,N4,/kanji/6709.svg,有名,ゆうめい,famoso,有る,ある,existir
423,Shougakko,3,183,遊,U+904A,辶,ユウ|ユ,あそぶ,brincar,N5,/kanji/904A.svg,遊園地,ゆうえんち,parque de diversões,遊ぶ,あそぶ,brincar
424,Shougakko,3,184,予,U+4E88,亅,ヨ,,antecipado,N3,/kanji/4E88.svg,予定,よてい,plano,予習,よしゅう,preparação
425,Shougakko,3,185,羊,U+7F8A,羊,ヨウ,ひつじ,ovelha,N4,/kanji/7F8A.svg,羊毛,ようもう,lã,羊,ひつじ,ovelha
426,Shougakko,3,186,洋,U+6D0B,水,ヨウ,,oceano / ocidental,N3,/kanji/6D0B.svg,洋服,ようふく,roupa ocidental,太平洋,たいへいよう,Oceano Pacífico
427,Shougakko,3,187,葉,U+8449,艸,ヨウ,は,folha,N4,/kanji/8449.svg,落葉,らくよう,folha caída,葉,は,folha
428,Shougakko,3,188,陽,U+967D,阜,ヨウ,,sol / positivo,N3,/kanji/967D.svg,太陽,たいよう,sol,陽気,ようき,alegre
429,Shougakko,3,189,様,U+69D8,木,ヨウ,さま,aparência / forma,N3,/kanji/69D8.svg,様子,ようす,situação,お客様,おきゃくさま,cliente (formal)
430,Shougakko,3,190,落,U+843D,艸,ラク,おちる|おとす,cair,N4,/kanji/843D.svg,落第,らくだい,reprovação,落ちる,おちる,cair
431,Shougakko,3,191,流,U+6D41,水,リュウ|ル,ながれる,fluir,N4,/kanji/6D41.svg,流行,りゅうこう,moda,流れる,ながれる,fluir
432,Shougakko,3,192,旅,U+65C5,方,リョ,たび,viagem,N4,/kanji/65C5.svg,旅行,りょこう,viagem,旅館,りょかん,ryokan
433,Shougakko,3,193,両,U+4E21,入,リョウ,,ambos,N4,/kanji/4E21.svg,両方,りょうほう,ambos os lados,両親,りょうしん,pais
434,Shougakko,3,194,緑,U+7DD1,糸,リョク|ロク,みどり,verde,N4,/kanji/7DD1.svg,緑色,みどりいろ,cor verde,緑,みどり,verde
435,Shougakko,3,195,礼,U+793C,示,レイ|ライ,,cortesia,N4,/kanji/793C.svg,お礼,おれい,agradecimento,礼儀,れいぎ,boas maneiras
436,Shougakko,3,196,列,U+5217,刀,レツ,,fila / linha,N3,/kanji/5217.svg,行列,ぎょうれつ,fila,列車,れっしゃ,trem
437,Shougakko,3,197,練,U+7DF4,糸,レン,,praticar / treinar,N3,/kanji/7DF4.svg,練習,れんしゅう,prática,訓練,くんれん,treinamento
438,Shougakko,3,198,路,U+8DEF,足,ロ,じ,caminho / estrada,N3,/kanji/8DEF.svg,道路,どうろ,estrada,線路,せんろ,trilho ferroviário
439,Shougakko,3,199,和,U+548C,口,ワ|オ,やわらぐ,harmonia / Japão,N4,/kanji/548C.svg,平和,へいわ,paz,和食,わしょく,culinária japonesa
440,Shougakko,3,200,忘,U+5FD8,心,ボウ,わすれる,esquecer,N4,/kanji/5FD8.svg,忘年会,ぼうねんかい,festa de fim de ano,忘れる,わすれる,esquecer
