id,group,grade,order,kanji,unicode,radical,onyomi,kunyomi,meaning_pt,jlpt,svg_path,vocabulary_1,reading_1,meaning_1,vocabulary_2,reading_2,meaning_2
619,Shougakko,4,179,要,U+8981,襾,ヨウ,いる,necessário,N4,/kanji/8981.svg,必要,ひつよう,necessário,要る,いる,precisar
620,Shougakko,4,180,養,U+990A,食,ヨウ,やしなう,nutrir,N3,/kanji/990A.svg,栄養,えいよう,nutrição,養う,やしなう,sustentar
621,Shougakko,4,181,浴,U+6D74,水,ヨク,あびる,banhar-se,N4,/kanji/6D74.svg,入浴,にゅうよく,banho,浴びる,あびる,banhar-se
622,Shougakko,4,182,利,U+5229,刀,リ,きく,vantagem,N4,/kanji/5229.svg,便利,べんり,conveniência,利用,りよう,utilização
623,Shougakko,4,183,陸,U+9678,阜,リク,,terra firme,N3,/kanji/9678.svg,大陸,たいりく,continente,陸上,りくじょう,em terra
624,Shougakko,4,184,良,U+826F,艮,リョウ,よい,bom,N4,/kanji/826F.svg,良好,りょうこう,favorável,良い,よい,bom
625,Shougakko,4,185,料,U+6599,斗,リョウ,,taxa / ingrediente,N3,/kanji/6599.svg,料理,りょうり,culinária,料金,りょうきん,tarifa
626,Shougakko,4,186,量,U+91CF,里,リョウ,はかる,quantidade,N3,/kanji/91CF.svg,重量,じゅうりょう,peso,量る,はかる,medir
627,Shougakko,4,187,輪,U+8F2A,車,リン,,roda,N3,/kanji/8F2A.svg,車輪,しゃりん,roda,輪,わ,anel
628,Shougakko,4,188,類,U+985E,頁,ルイ,,tipo / categoria,N3,/kanji/985E.svg,種類,しゅるい,tipo,人類,じんるい,humanidade
629,Shougakko,4,189,令,U+4EE4,人,レイ,,ordem / decreto,N3,/kanji/4EE4.svg,命令,めいれい,ordem,法令,ほうれい,regulamento
630,Shougakko,4,190,冷,U+51B7,冫,レイ,つめたい|ひえる,frio,N4,/kanji/51B7.svg,冷蔵庫,れいぞうこ,geladeira,冷たい,つめたい,frio
631,Shougakko,4,191,例,U+4F8B,人,レイ,,exemplo,N4,/kanji/4F8B.svg,例文,れいぶん,frase de exemplo,例えば,たとえば,por exemplo
632,Shougakko,4,192,歴,U+6B74,止,レキ,,história,N3,/kanji/6B74.svg,歴史,れきし,história,学歴,がくれき,formação acadêmica
633,Shougakko,4,193,連,U+9023,辶,レン,つらなる,ligar / conectar,N3,/kanji/9023.svg,連続,れんぞく,continuidade,連絡,れんらく,contato
634,Shougakko,4,194,老,U+8001,老,ロウ,おいる,envelhecer,N3,/kanji/8001.svg,老人,ろうじん,idoso,老いる,おいる,envelhecer
635,Shougakko,4,195,労,U+52B4,力,ロウ,,trabalho árduo,N3,/kanji/52B4.svg,労働,ろうどう,trabalho,苦労,くろう,dificuldade
636,Shougakko,4,196,録,U+9332,金,ロク,,registro,N3,/kanji/9332.svg,記録,きろく,registro,録音,ろくおん,gravação
637,Shougakko,4,197,香,U+9999,香,コウ|キョウ,かおり,perfume / aroma,N3,/kanji/9999.svg,香水,こうすい,perfume,香り,かおり,aroma
638,Shougakko,4,198,士,U+58EB,士,シ,,guerreiro / profissional,N3,/kanji/58EB.svg,兵士,へいし,soldado,弁護士,べんごし,advogado
639,Shougakko,4,199,史,U+53F2,口,シ,,história,N3,/kanji/53F2.svg,歴史,れきし,história,史上,しじょう,na história
641,Shougakko,4,200,井,U+4E95,二,セイ|ショウ,い,poço,N3,/kanji/4E95.svg,井戸,いど,poço,天井,てんじょう,teto
642,Shougakko,4,201,栃,U+6803,木,,とち,castanheira japonesa,N1,/kanji/6803.svg,栃木,とちぎ,Tochigi,栃の木,とちのき,castanheira japonesa
